daily,dynamic_path_appkey,dynamic_path_page_name,dynamic_path,unique_event_count,total_event_count,page_name
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsUserMovementPage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/5mzXWegO70aZ2C9WcmK30A/insight/user-movement,1,1,2. 유저동선
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsUserMovementPage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/bajZDWIjA0itzDMV8cWepQ/insight/user-movement,2,3,2. 유저동선
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/5mzXWegO70aZ2C9WcmK30A/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/XZYk7BbcnEC9Ai2wU25c9g/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/YDJZ5McUw0CMBbwEiWNreA/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsAudienceProfilePage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/H8k2Z9gIMUe63ybYBHEKhg/insight/audience-profile,2,2,1. 오디언스 프로파일
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsUserMovementPage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/H8k2Z9gIMUe63ybYBHEKhg/insight/user-movement,1,1,2. 유저동선
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsUserMovementPage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/ITQpiySfnkiUfHNpZCbyHQ/insight/user-movement,1,2,2. 유저동선
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/mo7E990sj0GoPnmI7ga2vA/insight/audience-profile,1,3,1. 오디언스 프로파일
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsAudienceProfilePage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/bajZDWIjA0itzDMV8cWepQ/insight/audience-profile,4,4,1. 오디언스 프로파일
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/YDJZ5McUw0CMBbwEiWNreA/insight/audience-profile,1,3,1. 오디언스 프로파일
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsAudienceProfilePage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/ITQpiySfnkiUfHNpZCbyHQ/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsUserMovementPage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/mo7E990sj0GoPnmI7ga2vA/insight/user-movement,1,1,2. 유저동선
2022-09-15,in6nDWil0UyVvQrY629sMg,AppAudienceStudioDetailsInsightsAudienceProfilePage,/RbrOZIdrT0iSWBdroQPd5g/customer-data/in6nDWil0UyVvQrY629sMg/audience-studio/MnxtRGNkCEyXeC3o5hZjuQ/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-15,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/5mzXWegO70aZ2C9WcmK30A/insight/audience-profile,1,3,1. 오디언스 프로파일
2022-09-14,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsUserMovementPage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/user-movement,1,1,2. 유저동선
2022-09-14,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-14,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/XZYk7BbcnEC9Ai2wU25c9g/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-14,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/mo7E990sj0GoPnmI7ga2vA/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-14,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/competition-app-compare,1,2,3. 경쟁사 주요 지표 비교
2022-09-14,lGGeRug9wUOCqzszYDk0XA,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/vT7bZkb67Ui9MvVVkLNFcg/customer-data/lGGeRug9wUOCqzszYDk0XA/audience-studio/NcNLIqaTTEWg85XSYlGapg/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-14,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/2VMEoAmsNEakDREhQ3D2dg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-14,lGGeRug9wUOCqzszYDk0XA,AppAudienceStudioDetailsInsightsAudienceProfilePage,/vT7bZkb67Ui9MvVVkLNFcg/customer-data/lGGeRug9wUOCqzszYDk0XA/audience-studio/NcNLIqaTTEWg85XSYlGapg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-14,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsUserMovementPage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/user-movement,1,1,2. 유저동선
2022-09-14,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/YDJZ5McUw0CMBbwEiWNreA/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-14,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/YDJZ5McUw0CMBbwEiWNreA/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-14,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/XZYk7BbcnEC9Ai2wU25c9g/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-13,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-13,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-13,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsUserMovementPage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/user-movement,1,2,2. 유저동선
2022-09-13,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/B3aT5TpbyUmFm3vU3JZzNg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bE07pekackOgxd7UdaAFfw/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bw8CmcQH9UGqznKDm9Tlcg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsUserMovementPage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/mu0KCY2QtEaGSc7DSKUumg/insight/user-movement,1,3,2. 유저동선
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/JZPhooBh90y2VYKOGOtq4A/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/mu0KCY2QtEaGSc7DSKUumg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/mu0KCY2QtEaGSc7DSKUumg/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsUserMovementPage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/user-movement,1,2,2. 유저동선
2022-09-07,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/X0Ux1oUTokWWiUsgqc23bg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-07,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/9uMaBWCdskK5hPrSruOycg/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-07,30ctm8mzPk6fhdeXkvZsDw,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/hPmw1NjqckSaa1LJPpu7WQ/customer-data/30ctm8mzPk6fhdeXkvZsDw/audience-studio/3q5K2yNz5EqMeZnDUrG6OA/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-06,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsUserMovementPage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bw8CmcQH9UGqznKDm9Tlcg/insight/user-movement,1,1,2. 유저동선
2022-09-06,KrBIuNZZPE6Sd9wEUVAY5w,AppAudienceStudioDetailsInsightsAudienceProfilePage,/bxwqhFp4j06qE1XJUFUaEA/customer-data/KrBIuNZZPE6Sd9wEUVAY5w/audience-studio/tuKZvSiXlUmyyp2l8LPFPA/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-06,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bw8CmcQH9UGqznKDm9Tlcg/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-06,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsUserMovementPage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/user-movement,1,1,2. 유저동선
2022-09-06,KrBIuNZZPE6Sd9wEUVAY5w,AppAudienceStudioDetailsInsightsAudienceProfilePage,/bxwqhFp4j06qE1XJUFUaEA/customer-data/KrBIuNZZPE6Sd9wEUVAY5w/audience-studio/1aGMI4dNiUeC4oZEMmxWFw/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-06,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-06,KrBIuNZZPE6Sd9wEUVAY5w,AppAudienceStudioDetailsInsightsUserMovementPage,/bxwqhFp4j06qE1XJUFUaEA/customer-data/KrBIuNZZPE6Sd9wEUVAY5w/audience-studio/tuKZvSiXlUmyyp2l8LPFPA/insight/user-movement,1,1,2. 유저동선
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsUserMovementPage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bw8CmcQH9UGqznKDm9Tlcg/insight/user-movement,1,1,2. 유저동선
2022-09-05,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/audience-profile,1,8,1. 오디언스 프로파일
2022-09-05,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsUserMovementPage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/user-movement,1,2,2. 유저동선
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/ze3EcdIqAkGBk4mNlTK40w/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsUserMovementPage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bE07pekackOgxd7UdaAFfw/insight/user-movement,1,1,2. 유저동선
2022-09-05,2ktEfh72p0GEz3dQ9OkcpQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/oEazmjVCNkK5AYlzoR2usg/customer-data/2ktEfh72p0GEz3dQ9OkcpQ/audience-studio/UezkSaNBMEqs43PC9XfVUw/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-05,TXuJbcN9MUq0aIaoMdxoHQ,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/5KEzak57oE6bRGtPK5d8WQ/customer-data/TXuJbcN9MUq0aIaoMdxoHQ/audience-studio/DQg0LCt9mECICVnQODZsfA/insight/competition-app-compare,1,4,3. 경쟁사 주요 지표 비교
2022-09-05,2ktEfh72p0GEz3dQ9OkcpQ,AppAudienceStudioDetailsInsightsUserMovementPage,/oEazmjVCNkK5AYlzoR2usg/customer-data/2ktEfh72p0GEz3dQ9OkcpQ/audience-studio/UezkSaNBMEqs43PC9XfVUw/insight/user-movement,1,1,2. 유저동선
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bE07pekackOgxd7UdaAFfw/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/QV7xVdzWnUaqT8KdBKePnw/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-05,qFGWaOYwFUWF0e45LJ5KhQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/kBhLmDOfakuvokdsaVFymQ/customer-data/qFGWaOYwFUWF0e45LJ5KhQ/audience-studio/nRvCY7y7ZkeC8wCfUZvpQQ/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/bw8CmcQH9UGqznKDm9Tlcg/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-05,4otkaNsrHEqbLa5baMHTvw,AppAudienceStudioDetailsInsightsUserMovementPage,/zE25MUBRwUWQkvjzg0aw8Q/customer-data/4otkaNsrHEqbLa5baMHTvw/audience-studio/ze3EcdIqAkGBk4mNlTK40w/insight/user-movement,1,1,2. 유저동선
2022-09-02,ewwA4mnf5UanyP8GAOo3Tw,AppAudienceStudioDetailsInsightsAudienceProfilePage,/XgPFPOBu80SJnE7ovCOpXw/customer-data/ewwA4mnf5UanyP8GAOo3Tw/audience-studio/0kGl7xUeQUqSuifec6xP8g/insight/audience-profile,1,2,1. 오디언스 프로파일
2022-09-02,qFGWaOYwFUWF0e45LJ5KhQ,AppAudienceStudioDetailsInsightsAudienceProfilePage,/kBhLmDOfakuvokdsaVFymQ/customer-data/qFGWaOYwFUWF0e45LJ5KhQ/audience-studio/nRvCY7y7ZkeC8wCfUZvpQQ/insight/audience-profile,1,1,1. 오디언스 프로파일
2022-09-01,lGGeRug9wUOCqzszYDk0XA,AppAudienceStudioDetailsInsightsCompetitionAppComparePage,/vT7bZkb67Ui9MvVVkLNFcg/customer-data/lGGeRug9wUOCqzszYDk0XA/audience-studio/NcNLIqaTTEWg85XSYlGapg/insight/competition-app-compare,1,1,3. 경쟁사 주요 지표 비교
2022-09-01,lGGeRug9wUOCqzszYDk0XA,AppAudienceStudioDetailsInsightsUserMovementPage,/vT7bZkb67Ui9MvVVkLNFcg/customer-data/lGGeRug9wUOCqzszYDk0XA/audience-studio/NcNLIqaTTEWg85XSYlGapg/insight/user-movement,1,1,2. 유저동선
